Gene	Value
ENSG00000268903	-0.188228251458686
ENSG00000269981	-0.196647382936808
ENSG00000228794	0.125136124192446
ENSG00000188976	0.0260103633529232
ENSG00000187961	0.0423345113976861
ENSG00000187608	-0.142966285077865
ENSG00000188157	-0.172176326475273
ENSG00000186891	0.157638636110486
ENSG00000186827	0.158118467622748
ENSG00000176022	0.208679744333701
ENSG00000184163	0.0999912377429811
ENSG00000221978	-0.0908456557587832
ENSG00000224870	-0.188318186441451
ENSG00000235098	-0.340560111452695
ENSG00000225905	-0.188965232874937
ENSG00000205116	-0.256229178335327
ENSG00000225285	0.00223574240880244
ENSG00000179403	-0.195032227123023
ENSG00000160075	0.0635812843583401
ENSG00000248333	-0.0239050928010714
ENSG00000269737	-0.138926774692547
ENSG00000008130	-0.0347383212505172
ENSG00000078369	-0.0381880199985187
ENSG00000067606	0.0509784154840358
ENSG00000269896	0.173917763673981
ENSG00000197921	-0.329318542728327
ENSG00000272449	0.101070046217476
ENSG00000157870	0.358646181300976
ENSG00000238260	0.0832181090928078
ENSG00000158109	0.149897578773479
ENSG00000227372	-0.193597061760224
ENSG00000130764	-0.0272921651832966
ENSG00000158292	0.355457361327575
ENSG00000097021	0.264026110437479
ENSG00000162413	0.153316166281029
ENSG00000116273	-0.0105782855589843
ENSG00000007923	-0.109220926732168
ENSG00000171735	0.0154314555591641
ENSG00000270171	0.189227188764557
ENSG00000270035	-0.160495451675507
ENSG00000269925	0.20111616262577
ENSG00000049246	0.052792011580115
ENSG00000230679	-0.340859673807152
ENSG00000142583	-0.164090646827708
ENSG00000049239	-0.140299345923022
ENSG00000171621	-0.0425154520635859
ENSG00000284652	-0.00717936019039961
ENSG00000188807	0.11372754508114
ENSG00000173614	-0.0136778494287981
ENSG00000202415	0.215966369290416
ENSG00000162444	-0.0255759899412155
ENSG00000054523	-0.204566481358513
ENSG00000199562	0.164105073179371
ENSG00000142657	-0.0271950208618239
ENSG00000175279	0.0362674485721979
ENSG00000160049	-0.0885789718926738
ENSG00000171824	-0.0918930222671627
ENSG00000226849	0.0334237049765011
ENSG00000198793	-0.0218436459907275
ENSG00000116670	-0.0366339879292781
ENSG00000177674	-0.15735832244201
ENSG00000285646	0.0780974776482695
ENSG00000083444	0.0453335775817585
ENSG00000116691	0.0350955567917725
ENSG00000028137	-0.0977655648678789
ENSG00000048707	-0.0178925279877342
ENSG00000162493	0.035657502960337
ENSG00000215720	0.0769923428171895
ENSG00000132906	0.0762993970036962
ENSG00000116138	0.0186245703490918
ENSG00000116771	-0.0762282176540826
ENSG00000162458	-0.143113177314244
ENSG00000065526	-0.261726654009584
ENSG00000116809	0.0649002041154885
ENSG00000142627	-0.147039859684727
ENSG00000288398	-0.0695504997877477
ENSG00000132881	-0.18016488297909
ENSG00000080947	0.00255947200370932
ENSG00000261135	0.0368414080044582
ENSG00000117115	-0.0272593898262141
ENSG00000169991	-0.0102479509380297
ENSG00000127463	-0.01992582596255
ENSG00000053372	0.108542775790831
ENSG00000077549	0.0559653576386649
ENSG00000158748	0.0734449262072629
ENSG00000090432	-0.139135899756242
ENSG00000158825	-0.0240454242217424
ENSG00000244038	-0.143148579272381
ENSG00000117245	0.101202750291985
ENSG00000127483	-0.302039134607788
ENSG00000075151	-0.00858023797777758
ENSG00000117298	-0.0633607109932264
ENSG00000162551	-0.0549834931764564
ENSG00000142798	-0.160271673375351
ENSG00000184677	-0.104569755780143
ENSG00000173372	-0.539702748853081
ENSG00000159189	-0.686727317296662
ENSG00000173369	-0.645744259773309
ENSG00000004487	0.0145320974206632
ENSG00000289014	0.0701060605411054
ENSG00000261326	-0.181699791109176
ENSG00000125945	-0.106713194244598
ENSG00000249087	0.0670713861537202
ENSG00000117318	-0.0643569853473777
ENSG00000057757	0.105204464009277
ENSG00000011009	0.223556880348748
ENSG00000117308	0.142570010623145
ENSG00000179163	-0.025580672202187
ENSG00000189266	-0.091844442400466
ENSG00000188529	-0.211978025689616
ENSG00000117602	-0.0559481861612232
ENSG00000169504	-0.319040027112271
ENSG00000284602	-0.292746057462377
ENSG00000117616	-0.0918438508459321
ENSG00000157978	-0.0816213493405115
ENSG00000117643	0.0806974886475528
ENSG00000228172	-0.0582114262014181
ENSG00000117640	0.113670441538532
ENSG00000229786	0.00184812376858215
ENSG00000197245	-0.270913645807377
ENSG00000142675	-0.0643508770524227
ENSG00000130695	-0.0103735503249685
ENSG00000117682	0.0712325511654846
ENSG00000198830	-0.155219485664588
ENSG00000117676	-0.0745079093788476
ENSG00000260063	0.0781082665266343
ENSG00000175793	0.230666967042462
ENSG00000198746	-0.00838931568482617
ENSG00000253368	0.20958980423734
ENSG00000142733	0.0480611842610256
ENSG00000142748	-0.103915764779909
ENSG00000181773	0.168089808222805
ENSG00000158195	-0.146491823181318
ENSG00000000938	0.0936176689290532
ENSG00000126709	-0.104045199446193
ENSG00000009780	0.0506942253134041
ENSG00000270031	-0.498633739284381
ENSG00000130775	-0.013122591716141
ENSG00000158156	-0.0145231605875805
