	symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	description
ENSG00000177548	RABEP2	-0.00573966885494498	0.00517725279228708	-0.657297960896683	0.511234314002951	0.602867161944989	-6.54775349378529	rabaptin, RAB GTPase binding effector protein 2
ENSG00000188015	S100A3	0.023907806384952	-0.00778608819983072	0.657085650863623	0.511370718761302	0.602940721527331	-6.54789131428609	S100 calcium binding protein A3
ENSG00000106355	LSM5	0.0060741056620898	-0.000882619648547697	0.656208377337991	0.511934550590379	0.603498943257932	-6.54846032267965	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated
ENSG00000238142	LOC105376805	0.0110415540155377	-0.014017022882049	0.656118473661624	0.51199235087935	0.603498943257932	-6.54851859222085	uncharacterized LOC105376805
ENSG00000169385	RNASE2	0.0308289833321588	-0.0195672486062635	0.655446328732494	0.512424590057335	0.603921036900158	-6.54895397893066	ribonuclease A family member 2
ENSG00000143457	GOLPH3L	-0.00629119908439473	-0.0030251618211454	-0.654285198129528	0.513171732458394	0.604564330023886	-6.54970505979419	golgi phosphoprotein 3 like
ENSG00000167258	CDK12	-0.00419087504779125	-0.000992483055363688	-0.654269749368283	0.513181676968176	0.604564330023886	-6.54971504390789	cyclin dependent kinase 12
ENSG00000243477	NAA80	0.0115913766635557	0.010847793364406	0.654252008062688	0.513193097333966	0.604564330023886	-6.54972650934008	N-alpha-acetyltransferase 80, NatH catalytic subunit
ENSG00000289602	NA	0.014369864029023	0.0110491629012732	0.65344268121786	0.513714215185654	0.605090713331475	-6.55024921186628	NA
ENSG00000167393	PPP2R3B	-0.00811023304817442	4.97192815352818e-05	-0.652538830747248	0.51429652203268	0.6056085519959	-6.55083219864771	protein phosphatase 2 regulatory subunit B''beta
ENSG00000262165	C17orf114	0.0145090856356498	0.000205176189363079	0.652529460911536	0.514302560362878	0.6056085519959	-6.55083823800511	chromosome 17 open reading frame 114
ENSG00000140157	NIPA2	-0.00597696166543281	-0.00150585333494451	-0.652069905683283	0.51459876311248	0.605869749284641	-6.55113433950512	NIPA magnesium transporter 2
ENSG00000095015	MAP3K1	0.00764335719845126	-0.00677653464158456	0.651931355827309	0.514688081779484	0.605887328529253	-6.55122356934239	mitogen-activated protein kinase kinase kinase 1
ENSG00000164930	FZD6	0.0145874462943989	0.00794196658595665	0.651739902876375	0.514811518671515	0.605945060632874	-6.55134683903692	frizzled class receptor 6
ENSG00000225215	SMARCE1P1	-0.0107801360028272	0.00284458670690832	-0.65089285851184	0.515357824879416	0.606500431099963	-6.55189178670645	SMARCE1 pseudogene 1
ENSG00000137269	LRRC1	-0.00797528669721799	0.00481681954860443	-0.64959948347398	0.516192576362685	0.607395049765107	-6.5527225167395	leucine rich repeat containing 1
ENSG00000286119	NA	-0.0349433231221171	-0.0268288701291617	-0.648343493011245	0.517003871773034	0.608227253894889	-6.55352765556826	NA
ENSG00000272787	NA	-0.0217233393780231	-0.0173957822742596	-0.648273392568373	0.517049172003463	0.608227253894889	-6.55357254683546	NA
ENSG00000287584	NA	-0.00971363781041049	-0.00101299045296132	-0.648153458599327	0.517126680378413	0.608230586524501	-6.55364933950076	NA
ENSG00000226742	HSBP1L1	-0.0121254003764608	-0.00922930361074343	-0.647128374098737	0.517789396188843	0.608922124163749	-6.55430511318878	heat shock factor binding protein 1 like 1
ENSG00000240184	PCDHGC3	0.0178742901623823	-0.0266560037402026	0.646270555469298	0.518344313147379	0.609486708616342	-6.5548530858413	protocadherin gamma subfamily C, 3
ENSG00000139910	NOVA1	-0.00534074600922722	-0.00150125705665212	-0.646017715775368	0.518507932185482	0.609591095215177	-6.55501446077771	NOVA alternative splicing regulator 1
ENSG00000163866	SMIM12	-0.00472313030043179	0.00407785358277632	-0.644966148819734	0.519188715022136	0.610303374780675	-6.55568494686386	small integral membrane protein 12
ENSG00000087088	BAX	-0.0071151098099793	-0.000892870687695831	-0.644814337786158	0.519287035452427	0.610330866343437	-6.55578165248477	BCL2 associated X, apoptosis regulator
ENSG00000277559	NA	0.0139630572193794	-0.0027162901757467	0.644165809877387	0.51970716308526	0.610736523348643	-6.55619451727261	NA
ENSG00000288573	NA	0.0142416033063489	-0.00282289008601815	0.643974297366278	0.519831261824004	0.610794233634811	-6.55631635830908	NA
ENSG00000240889	NDUFB2-AS1	-0.0131234397606372	0.00572955753093092	-0.643810678743292	0.519937297658459	0.610830706682265	-6.55642042448158	NDUFB2 antisense RNA 1
ENSG00000130300	PLVAP	-0.00797821213731187	0.000509210746751972	-0.643071983927693	0.520416160575773	0.6113051093005	-6.55688992698118	plasmalemma vesicle associated protein
ENSG00000235381	NA	-0.0140267951286787	0.0122744329333575	-0.642627482796667	0.520704420606634	0.611555516343336	-6.55717218532179	NA
ENSG00000236494	LOC124901612	-0.0171523241460853	-0.000491088887891584	-0.642289206395707	0.520923848887941	0.611725021509844	-6.55738686032566	uncharacterized LOC124901612
ENSG00000106400	ZNHIT1	-0.00803271114551655	-0.00376367051319845	-0.641006965951484	0.521756027409764	0.612613931563	-6.55819956343071	zinc finger HIT-type containing 1
ENSG00000100276	RASL10A	0.023594623421155	0.0126280981808888	0.640778917971027	0.521904103107324	0.61269946956027	-6.55834393376232	RAS like family 10 member A
ENSG00000225265	TAF1A-AS1	-0.00841748438415495	-0.0006669709583686	-0.639797550836824	0.522541569728891	0.613359430096818	-6.55896462243149	TAF1A antisense RNA 1
ENSG00000173575	CHD2	0.00601343040947201	0.00205852211625142	0.639681283929283	0.522617119780172	0.613359717667075	-6.55903809521917	chromodomain helicase DNA binding protein 2
ENSG00000135249	RINT1	-0.00527359898960041	0.00391140934614862	-0.639066408816985	0.523016758160163	0.613740310504903	-6.55942643278338	RAD50 interactor 1
ENSG00000143536	CRNN	0.0156044104964539	0.00829667731166141	0.638437142622246	0.523425912810663	0.614131959066962	-6.5598234731908	cornulin
ENSG00000271303	SRXN1	0.0121167930857359	0.00449172951104713	0.638285196757535	0.52352473407517	0.61415943526462	-6.55991928606936	sulfiredoxin 1
ENSG00000255337	TMEM123-DT	-0.00734617447355582	-0.000691087518115257	-0.637899871360627	0.523775381753521	0.614364989110373	-6.56016215954245	TMEM123 divergent transcript
ENSG00000104974	LILRA1	-0.0127734968549121	-0.00315135920424463	-0.637297089165965	0.524167605113316	0.614711682695469	-6.56054180387687	leukocyte immunoglobulin like receptor A1
ENSG00000171105	INSR	-0.00747735011869204	0.00311039904729071	-0.6372136703905	0.52422189662403	0.614711682695469	-6.56059431446319	insulin receptor
ENSG00000183878	UTY	-0.00208363980828559	0.000948629167184476	-0.636164249565186	0.524905138732296	0.615424262987556	-6.56125431920771	ubiquitously transcribed tetratricopeptide repeat containing, Y-linked
ENSG00000233196	LOC100131939	0.0279871867531248	-0.0195347173317738	0.635639580636255	0.525246904060417	0.615736331832484	-6.56158388813024	parkin coregulated like pseudogene
ENSG00000226499	NA	-0.0243986627593248	-0.00332048380155797	-0.635430987305829	0.525382811864968	0.615807022973114	-6.56171483984527	NA
ENSG00000278876	NA	0.0236573392915897	-0.0141291243494772	0.633721926019573	0.526497019898888	0.61702420533474	-6.56278614591192	NA
ENSG00000110108	TMEM109	0.00981115153861982	0.000712018145965704	0.63198091703761	0.527633298638117	0.618266899353685	-6.5638745152573	transmembrane protein 109
ENSG00000135503	ACVR1B	0.00604029699524039	0.00703284524499419	0.631531430334167	0.527926861966263	0.618521906029231	-6.56415502042085	activin A receptor type 1B
ENSG00000189060	H1-0	0.0132144606972634	0.00289035547027769	0.631236923641206	0.528119251861052	0.618658321071231	-6.56433870120052	H1.0 linker histone
ENSG00000140526	ABHD2	-0.00627730664331271	-0.00194865522346955	-0.630824436731144	0.528388773883431	0.618885039298324	-6.56459582117417	abhydrolase domain containing 2, acylglycerol lipase
ENSG00000272774	NA	0.028052211669943	-0.00327159573643242	0.627577224609263	0.530512976158367	0.621283708240101	-6.56661407951734	NA
ENSG00000141504	SAT2	0.00698129418093468	-0.00738047889250329	0.627210971594386	0.530752837363366	0.621475253065643	-6.56684106603692	spermidine/spermine N1-acetyltransferase family member 2
ENSG00000138642	HERC6	-0.0121284830475909	-0.00257236754929831	-0.626160856328116	0.531440869631052	0.62214531902164	-6.56749114478142	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6
ENSG00000065978	YBX1	-0.00772668731869593	-0.00485075865781464	-0.626104426520931	0.531477855095466	0.62214531902164	-6.56752604711515	Y-box binding protein 1
ENSG00000138767	CNOT6L	0.00755139241698583	0.00242601760613982	0.625148158810183	0.532104814990296	0.622789728135646	-6.56811702943691	CCR4-NOT transcription complex subunit 6 like
ENSG00000100994	PYGB	0.00678393795121677	0.000818125027070916	0.62481763330656	0.532321605442279	0.622953947748184	-6.56832108746573	glycogen phosphorylase B
ENSG00000110697	PITPNM1	0.0136009210846924	-0.00963270565836119	0.624395467614504	0.532598567534613	0.623188526442957	-6.56858156506808	phosphatidylinositol transfer protein membrane associated 1
ENSG00000178201	VN1R1	-0.0156490542364857	-0.00920412025553572	-0.62352825187626	0.53316773426001	0.623764894505571	-6.56911608841875	vomeronasal 1 receptor 1
ENSG00000215068	ANXA2R-AS1	0.00604845641503564	0.00171703798441776	0.622978372675044	0.533528787906	0.624022159285904	-6.56945463154896	ANXA2R antisense RNA 1
