ID Description GeneRatio BgRatio RichFactor FoldEnrichment zScore pvalue p.adjust qvalue geneID Count
GOCC_RESPIRATORY_CHAIN_COMPLEX GOCC_RESPIRATORY_CHAIN_COMPLEX 40/709 99/11149 0.404040404040404 6.35352110669459 13.9427142193346 1.10289385252962e-22 7.23057209718421e-19 7.11656770105957e-19 ENSG00000010256/ENSG00000065518/ENSG00000109390/ENSG00000110955/ENSG00000111775/ENSG00000112695/ENSG00000115944/ENSG00000116459/ENSG00000117118/ENSG00000124172/ENSG00000125356/ENSG00000126267/ENSG00000127540/ENSG00000131174/ENSG00000131495/ENSG00000135940/ENSG00000140740/ENSG00000140990/ENSG00000143252/ENSG00000145494/ENSG00000148290/ENSG00000154723/ENSG00000156411/ENSG00000156467/ENSG00000164405/ENSG00000165629/ENSG00000167283/ENSG00000167863/ENSG00000169021/ENSG00000170906/ENSG00000173660/ENSG00000173915/ENSG00000176340/ENSG00000184076/ENSG00000184983/ENSG00000186010/ENSG00000189043/ENSG00000204370/ENSG00000233954/ENSG00000241468 40
GOBP_OXIDATIVE_PHOSPHORYLATION GOBP_OXIDATIVE_PHOSPHORYLATION 44/709 129/11149 0.341085271317829 5.36355386448869 12.9901973049154 2.42661664237655e-21 7.95444935371033e-18 7.82903158829908e-18 ENSG00000010256/ENSG00000065518/ENSG00000106153/ENSG00000109390/ENSG00000110955/ENSG00000111775/ENSG00000112695/ENSG00000115944/ENSG00000116288/ENSG00000116459/ENSG00000117118/ENSG00000124172/ENSG00000125356/ENSG00000126267/ENSG00000127540/ENSG00000130770/ENSG00000131174/ENSG00000131495/ENSG00000135940/ENSG00000136003/ENSG00000140740/ENSG00000140990/ENSG00000143252/ENSG00000145494/ENSG00000154723/ENSG00000156467/ENSG00000164405/ENSG00000165629/ENSG00000165678/ENSG00000167283/ENSG00000167863/ENSG00000167985/ENSG00000169021/ENSG00000170906/ENSG00000173660/ENSG00000176340/ENSG00000184076/ENSG00000184983/ENSG00000186010/ENSG00000189043/ENSG00000204370/ENSG00000205707/ENSG00000233954/ENSG00000241468 44
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT 33/709 90/11149 0.366666666666667 5.76582040432534 11.8296622792337 2.10305759090913e-17 4.59588185533342e-14 4.52341860781507e-14 ENSG00000010256/ENSG00000065518/ENSG00000106153/ENSG00000109390/ENSG00000111775/ENSG00000112695/ENSG00000115944/ENSG00000116288/ENSG00000117118/ENSG00000125356/ENSG00000126267/ENSG00000127540/ENSG00000131174/ENSG00000131495/ENSG00000135940/ENSG00000136003/ENSG00000140740/ENSG00000140990/ENSG00000143252/ENSG00000145494/ENSG00000156467/ENSG00000164405/ENSG00000165678/ENSG00000167985/ENSG00000169021/ENSG00000170906/ENSG00000173660/ENSG00000176340/ENSG00000184076/ENSG00000184983/ENSG00000189043/ENSG00000204370/ENSG00000233954 33
GOBP_CELLULAR_RESPIRATION GOBP_CELLULAR_RESPIRATION 58/709 278/11149 0.20863309352518 3.28074803908636 10.0354374534457 3.16928315930055e-16 5.19445509809359e-13 5.11255414908219e-13 ENSG00000010256/ENSG00000065518/ENSG00000067829/ENSG00000074800/ENSG00000101365/ENSG00000102078/ENSG00000106153/ENSG00000109390/ENSG00000110955/ENSG00000111640/ENSG00000111669/ENSG00000111775/ENSG00000112695/ENSG00000113575/ENSG00000115944/ENSG00000116288/ENSG00000116459/ENSG00000117118/ENSG00000124172/ENSG00000125356/ENSG00000126267/ENSG00000127540/ENSG00000130770/ENSG00000131174/ENSG00000131495/ENSG00000132356/ENSG00000134056/ENSG00000135940/ENSG00000136003/ENSG00000140740/ENSG00000140990/ENSG00000143158/ENSG00000143252/ENSG00000145494/ENSG00000148290/ENSG00000154723/ENSG00000156467/ENSG00000164405/ENSG00000165629/ENSG00000165678/ENSG00000167283/ENSG00000167863/ENSG00000167985/ENSG00000169021/ENSG00000169230/ENSG00000170906/ENSG00000173660/ENSG00000176340/ENSG00000184076/ENSG00000184983/ENSG00000186010/ENSG00000189043/ENSG00000196511/ENSG00000204370/ENSG00000205707/ENSG00000233954/ENSG00000241468/ENSG00000242372 58
GOBP_ELECTRON_TRANSPORT_CHAIN GOBP_ELECTRON_TRANSPORT_CHAIN 33/709 111/11149 0.297297297297297 4.67498951702055 10.1401352430646 2.48344741417653e-14 2.91290034000323e-11 2.86697265409264e-11 ENSG00000010256/ENSG00000065518/ENSG00000106153/ENSG00000109390/ENSG00000111775/ENSG00000112695/ENSG00000115944/ENSG00000116288/ENSG00000117118/ENSG00000125356/ENSG00000126267/ENSG00000127540/ENSG00000131174/ENSG00000131495/ENSG00000135940/ENSG00000136003/ENSG00000140740/ENSG00000140990/ENSG00000143252/ENSG00000145494/ENSG00000156467/ENSG00000164405/ENSG00000165678/ENSG00000167985/ENSG00000169021/ENSG00000170906/ENSG00000173660/ENSG00000176340/ENSG00000184076/ENSG00000184983/ENSG00000189043/ENSG00000204370/ENSG00000233954 33
GOCC_SPLICEOSOMAL_COMPLEX GOCC_SPLICEOSOMAL_COMPLEX 46/709 206/11149 0.223300970873786 3.51139989319019 9.48096689848456 3.01866211675469e-14 2.91290034000323e-11 2.86697265409264e-11 ENSG00000092199/ENSG00000099622/ENSG00000100109/ENSG00000100410/ENSG00000100603/ENSG00000101343/ENSG00000105058/ENSG00000106245/ENSG00000106615/ENSG00000108654/ENSG00000109536/ENSG00000113141/ENSG00000115128/ENSG00000115524/ENSG00000116752/ENSG00000117614/ENSG00000117751/ENSG00000125352/ENSG00000125870/ENSG00000128563/ENSG00000134597/ENSG00000136450/ENSG00000136819/ENSG00000136875/ENSG00000140829/ENSG00000141759/ENSG00000143977/ENSG00000146007/ENSG00000150316/ENSG00000151657/ENSG00000161981/ENSG00000162385/ENSG00000164609/ENSG00000165119/ENSG00000168438/ENSG00000168566/ENSG00000168883/ENSG00000169976/ENSG00000170860/ENSG00000175467/ENSG00000183258/ENSG00000183684/ENSG00000184281/ENSG00000196504/ENSG00000198783/ENSG00000265241 46
GOCC_ORGANELLE_INNER_MEMBRANE GOCC_ORGANELLE_INNER_MEMBRANE 77/709 484/11149 0.159090909090909 2.501698935761 8.80230620384225 3.11017424954585e-14 2.91290034000323e-11 2.86697265409264e-11 ENSG00000010256/ENSG00000060762/ENSG00000065518/ENSG00000072778/ENSG00000084754/ENSG00000086504/ENSG00000102078/ENSG00000102898/ENSG00000109390/ENSG00000110955/ENSG00000111775/ENSG00000112695/ENSG00000115944/ENSG00000116459/ENSG00000117118/ENSG00000122565/ENSG00000123130/ENSG00000124172/ENSG00000125356/ENSG00000125995/ENSG00000126267/ENSG00000127540/ENSG00000131174/ENSG00000131495/ENSG00000134056/ENSG00000134809/ENSG00000135900/ENSG00000135940/ENSG00000136522/ENSG00000136758/ENSG00000140740/ENSG00000140990/ENSG00000143158/ENSG00000143252/ENSG00000145494/ENSG00000148290/ENSG00000150779/ENSG00000154723/ENSG00000156411/ENSG00000156467/ENSG00000157184/ENSG00000162910/ENSG00000163050/ENSG00000163319/ENSG00000164405/ENSG00000165487/ENSG00000165629/ENSG00000165678/ENSG00000167283/ENSG00000167863/ENSG00000169021/ENSG00000170906/ENSG00000171204/ENSG00000172586/ENSG00000173660/ENSG00000173915/ENSG00000174106/ENSG00000174109/ENSG00000175606/ENSG00000175756/ENSG00000176340/ENSG00000178449/ENSG00000181061/ENSG00000183617/ENSG00000184076/ENSG00000184831/ENSG00000184983/ENSG00000186010/ENSG00000189043/ENSG00000204370/ENSG00000204822/ENSG00000229833/ENSG00000233954/ENSG00000241468/ENSG00000243147/ENSG00000250317/ENSG00000254858 77
GOCC_CATALYTIC_STEP_2_SPLICEOSOME GOCC_CATALYTIC_STEP_2_SPLICEOSOME 31/709 105/11149 0.295238095238095 4.64260863724898 9.77271675912988 1.88732499875951e-13 1.50892919742702e-10 1.48513791789403e-10 ENSG00000092199/ENSG00000100109/ENSG00000100410/ENSG00000100603/ENSG00000101343/ENSG00000105058/ENSG00000106245/ENSG00000108654/ENSG00000109536/ENSG00000115128/ENSG00000115524/ENSG00000116752/ENSG00000117614/ENSG00000125352/ENSG00000125870/ENSG00000128563/ENSG00000134597/ENSG00000136450/ENSG00000140829/ENSG00000143977/ENSG00000150316/ENSG00000162385/ENSG00000164609/ENSG00000165119/ENSG00000168438/ENSG00000169976/ENSG00000170860/ENSG00000175467/ENSG00000183258/ENSG00000183684/ENSG00000265241 31
GOCC_CYTOCHROME_COMPLEX GOCC_CYTOCHROME_COMPLEX 17/709 30/11149 0.566666666666667 8.91081335213916 11.3062933252682 2.07144032593703e-13 1.50892919742702e-10 1.48513791789403e-10 ENSG00000010256/ENSG00000111775/ENSG00000112695/ENSG00000115944/ENSG00000126267/ENSG00000127540/ENSG00000131174/ENSG00000135940/ENSG00000140740/ENSG00000156467/ENSG00000164405/ENSG00000169021/ENSG00000173660/ENSG00000176340/ENSG00000184076/ENSG00000189043/ENSG00000233954 17
GOCC_U2_TYPE_SPLICEOSOMAL_COMPLEX GOCC_U2_TYPE_SPLICEOSOMAL_COMPLEX 31/709 108/11149 0.287037037037037 4.51364728621428 9.56174559052596 4.38694208678009e-13 2.87607923209303e-10 2.83073210441705e-10 ENSG00000100109/ENSG00000100410/ENSG00000100603/ENSG00000101343/ENSG00000105058/ENSG00000106245/ENSG00000109536/ENSG00000113141/ENSG00000115128/ENSG00000115524/ENSG00000116752/ENSG00000117614/ENSG00000125352/ENSG00000125870/ENSG00000128563/ENSG00000134597/ENSG00000136875/ENSG00000140829/ENSG00000141759/ENSG00000143977/ENSG00000146007/ENSG00000150316/ENSG00000151657/ENSG00000162385/ENSG00000164609/ENSG00000168438/ENSG00000169976/ENSG00000170860/ENSG00000175467/ENSG00000196504/ENSG00000265241 31
