ID Description GeneRatio BgRatio RichFactor FoldEnrichment zScore pvalue p.adjust qvalue geneID Count
GOBP_DEFENSE_RESPONSE_TO_VIRUS GOBP_DEFENSE_RESPONSE_TO_VIRUS 45/138 263/11149 0.171102661596958 13.8233592329311 23.5597219099912 9.72960527906552e-40 3.17185132097536e-36 3.03154017116147e-36 ENSG00000089127/ENSG00000105939/ENSG00000107201/ENSG00000108771/ENSG00000110057/ENSG00000111331/ENSG00000111335/ENSG00000115267/ENSG00000115415/ENSG00000117226/ENSG00000117228/ENSG00000119917/ENSG00000119922/ENSG00000124256/ENSG00000126709/ENSG00000130303/ENSG00000130813/ENSG00000132256/ENSG00000132274/ENSG00000134321/ENSG00000135114/ENSG00000136514/ENSG00000137628/ENSG00000137959/ENSG00000138496/ENSG00000138646/ENSG00000142089/ENSG00000152778/ENSG00000154451/ENSG00000157601/ENSG00000162645/ENSG00000163512/ENSG00000163565/ENSG00000163568/ENSG00000164430/ENSG00000170581/ENSG00000172183/ENSG00000181381/ENSG00000184979/ENSG00000185507/ENSG00000185745/ENSG00000185885/ENSG00000187608/ENSG00000188313/ENSG00000204516 45
GOBP_RESPONSE_TO_VIRUS GOBP_RESPONSE_TO_VIRUS 47/138 336/11149 0.139880952380952 11.3009618702553 21.4634217149439 2.32170651294974e-37 3.78438161610808e-34 3.61697435701644e-34 ENSG00000089127/ENSG00000105939/ENSG00000107201/ENSG00000108771/ENSG00000110057/ENSG00000111331/ENSG00000111335/ENSG00000115267/ENSG00000115415/ENSG00000116977/ENSG00000117226/ENSG00000117228/ENSG00000119917/ENSG00000119922/ENSG00000124256/ENSG00000126709/ENSG00000130303/ENSG00000130813/ENSG00000132256/ENSG00000132274/ENSG00000134321/ENSG00000135114/ENSG00000136514/ENSG00000137628/ENSG00000137959/ENSG00000137965/ENSG00000138496/ENSG00000138646/ENSG00000142089/ENSG00000152778/ENSG00000154451/ENSG00000157601/ENSG00000162645/ENSG00000163512/ENSG00000163565/ENSG00000163568/ENSG00000164430/ENSG00000170581/ENSG00000172183/ENSG00000181381/ENSG00000184979/ENSG00000185507/ENSG00000185745/ENSG00000185885/ENSG00000187608/ENSG00000188313/ENSG00000204516 47
GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION 18/138 41/11149 0.439024390243902 35.4687168610817 24.7527668576734 2.36198138424857e-24 2.56668643755011e-21 2.45314557802659e-21 ENSG00000089127/ENSG00000105939/ENSG00000111331/ENSG00000111335/ENSG00000115267/ENSG00000130303/ENSG00000130813/ENSG00000134321/ENSG00000135114/ENSG00000142089/ENSG00000152778/ENSG00000157601/ENSG00000163565/ENSG00000172183/ENSG00000185745/ENSG00000185885/ENSG00000187608/ENSG00000188313 18
GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS 20/138 63/11149 0.317460317460317 25.6475730388774 21.9624932864213 1.48651460073488e-23 1.21150939959892e-20 1.1579166363619e-20 ENSG00000067066/ENSG00000089127/ENSG00000105939/ENSG00000111331/ENSG00000111335/ENSG00000115267/ENSG00000115415/ENSG00000130303/ENSG00000130813/ENSG00000134321/ENSG00000135114/ENSG00000142089/ENSG00000152778/ENSG00000157601/ENSG00000163565/ENSG00000172183/ENSG00000185745/ENSG00000185885/ENSG00000187608/ENSG00000188313 20
GOBP_REGULATION_OF_VIRAL_PROCESS GOBP_REGULATION_OF_VIRAL_PROCESS 22/138 114/11149 0.192982456140351 15.591024663107 17.529789068349 1.37229311714552e-20 8.9473511237888e-18 8.55155289842262e-18 ENSG00000067066/ENSG00000078081/ENSG00000089127/ENSG00000105939/ENSG00000111331/ENSG00000111335/ENSG00000115267/ENSG00000115415/ENSG00000130303/ENSG00000130813/ENSG00000132256/ENSG00000134321/ENSG00000135114/ENSG00000142089/ENSG00000152778/ENSG00000157601/ENSG00000163565/ENSG00000172183/ENSG00000185745/ENSG00000185885/ENSG00000187608/ENSG00000188313 22
GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE 20/138 90/11149 0.222222222222222 17.9533011272142 18.0776612342096 4.26759309702585e-20 2.31872558271738e-17 2.21615360828009e-17 ENSG00000078081/ENSG00000089127/ENSG00000105939/ENSG00000111331/ENSG00000111335/ENSG00000115267/ENSG00000130303/ENSG00000130813/ENSG00000132256/ENSG00000134321/ENSG00000135114/ENSG00000142089/ENSG00000152778/ENSG00000157601/ENSG00000163565/ENSG00000172183/ENSG00000185745/ENSG00000185885/ENSG00000187608/ENSG00000188313 20
GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION 18/138 67/11149 0.26865671641791 21.704737183647 19.0292947239199 8.37598320875617e-20 3.90081503722073e-17 3.72825718765688e-17 ENSG00000089127/ENSG00000105939/ENSG00000111331/ENSG00000111335/ENSG00000115267/ENSG00000130303/ENSG00000130813/ENSG00000134321/ENSG00000135114/ENSG00000142089/ENSG00000152778/ENSG00000157601/ENSG00000163565/ENSG00000172183/ENSG00000185745/ENSG00000185885/ENSG00000187608/ENSG00000188313 18
GOBP_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS GOBP_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS 36/138 479/11149 0.0751565762004175 6.07188889897431 12.7022284871318 5.74665278657792e-19 2.3417610105305e-16 2.23817003266719e-16 ENSG00000068079/ENSG00000089127/ENSG00000105939/ENSG00000107201/ENSG00000108771/ENSG00000110057/ENSG00000111331/ENSG00000115267/ENSG00000115415/ENSG00000120217/ENSG00000120280/ENSG00000124256/ENSG00000132256/ENSG00000132274/ENSG00000134321/ENSG00000135114/ENSG00000135148/ENSG00000137628/ENSG00000138496/ENSG00000138646/ENSG00000145365/ENSG00000149131/ENSG00000153029/ENSG00000154451/ENSG00000155629/ENSG00000162645/ENSG00000163565/ENSG00000163568/ENSG00000164430/ENSG00000170581/ENSG00000173193/ENSG00000184979/ENSG00000185507/ENSG00000187608/ENSG00000188313/ENSG00000204516 36
GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY 18/138 81/11149 0.222222222222222 17.9533011272142 17.1430010682114 3.53635180840085e-18 1.28094521059853e-15 1.22428085998439e-15 ENSG00000067066/ENSG00000089127/ENSG00000096968/ENSG00000111331/ENSG00000111335/ENSG00000115267/ENSG00000115415/ENSG00000124256/ENSG00000135114/ENSG00000138496/ENSG00000142089/ENSG00000163512/ENSG00000170581/ENSG00000173193/ENSG00000184979/ENSG00000185507/ENSG00000185885/ENSG00000187608 18
GOBP_RESPONSE_TO_TYPE_I_INTERFERON GOBP_RESPONSE_TO_TYPE_I_INTERFERON 19/138 102/11149 0.186274509803922 15.0490906507531 15.9569823821936 1.36697449722302e-17 4.45633686094703e-15 4.25920474924224e-15 ENSG00000067066/ENSG00000089127/ENSG00000100911/ENSG00000111331/ENSG00000111335/ENSG00000115267/ENSG00000115415/ENSG00000124256/ENSG00000130813/ENSG00000135114/ENSG00000142089/ENSG00000157601/ENSG00000163512/ENSG00000170581/ENSG00000184979/ENSG00000185507/ENSG00000185745/ENSG00000185885/ENSG00000187608 19
