Gene	Value
ENSG00000268903	-0.777590651823229
ENSG00000279457	0.38675579739619
ENSG00000284733	-0.503558704838805
ENSG00000225972	-3.45095468608316
ENSG00000237973	-0.204857039689859
ENSG00000229344	-0.0322559087645515
ENSG00000198744	-1.57528309608882
ENSG00000225880	0.329933087414316
ENSG00000288531	-0.138337315725247
ENSG00000234711	-0.0300982009824576
ENSG00000187634	-0.0268574007010905
ENSG00000187961	0.169673234064582
ENSG00000272512	0.426659412619533
ENSG00000188290	0.479220025056376
ENSG00000187608	0.484610725747572
ENSG00000186827	-0.326926740650322
ENSG00000078808	0.12066252514588
ENSG00000160087	-0.221141278631689
ENSG00000169962	0.0814442275012231
ENSG00000221978	-0.234293776972306
ENSG00000225285	-0.119797746895276
ENSG00000215014	-0.173656477433472
ENSG00000228594	0.378609727346043
ENSG00000286989	-0.0979050180905331
ENSG00000189409	-0.142686835377766
ENSG00000248333	-0.130199089347819
ENSG00000008130	0.0379940507243383
ENSG00000231050	-0.186748778002287
ENSG00000169885	-0.0542910294063092
ENSG00000272161	-0.181138832094031
ENSG00000269896	-0.0422431980968082
ENSG00000272420	0.0447165427743831
ENSG00000157916	-0.0321759190829534
ENSG00000197921	-1.74932788221079
ENSG00000272449	-0.344465410486153
ENSG00000157870	0.186937663598706
ENSG00000287828	0.0977524337284318
ENSG00000238260	0.170170883308095
ENSG00000116213	-0.0785933988955766
ENSG00000266075	0.0962637449845018
ENSG00000069424	-0.153034244751498
ENSG00000158292	0.0576543658159696
ENSG00000215788	-0.0165027518633662
ENSG00000162408	-0.0369318546491473
ENSG00000204859	-0.294921613249592
ENSG00000162413	0.443953010144792
ENSG00000116273	0.278753055703715
ENSG00000171735	-0.0283137458764706
ENSG00000269925	-0.318197743493695
ENSG00000049246	0.000939971322965717
ENSG00000116285	0.138593745493299
ENSG00000142583	0.0383126007518143
ENSG00000049239	0.245996057995455
ENSG00000171621	0.221581570635956
ENSG00000171612	-0.0425656472747964
ENSG00000188807	-0.038363119570208
ENSG00000171608	-0.112910930206844
ENSG00000171603	0.176999663239902
ENSG00000178585	-0.136656278451429
ENSG00000284735	0.224238348654584
ENSG00000284642	0.0435852249818729
ENSG00000142657	0.219850608493748
ENSG00000009724	-0.0349071853285202
ENSG00000116649	-0.333020601366902
ENSG00000171824	-0.0604077640058933
ENSG00000120942	-0.230173164356094
ENSG00000116661	0.319207854424977
ENSG00000116663	0.154365948947226
ENSG00000116670	0.0564687351684569
ENSG00000177674	0.336935559272312
ENSG00000011021	0.12005824870061
ENSG00000120937	-1.9925306938729
ENSG00000083444	0.104244298857368
ENSG00000287384	0.425455747336993
ENSG00000116688	-0.0359655746589422
ENSG00000116691	-0.0336173717789558
ENSG00000028137	0.0143233481048241
ENSG00000048707	-0.00419159005427358
ENSG00000162496	0.165170768588827
ENSG00000142634	-0.129363848154116
ENSG00000132906	-0.0661483156668908
ENSG00000116771	0.303665859126939
ENSG00000197312	-0.127468420346049
ENSG00000162461	0.133831382980453
ENSG00000162458	0.243191468933234
ENSG00000179743	0.0298383686979955
ENSG00000183888	0.246307582820377
ENSG00000173641	-0.338812081671243
ENSG00000142627	0.438366132177171
ENSG00000142632	-0.0810137261308924
ENSG00000288398	0.321244990620516
ENSG00000037637	-0.0262778654626789
ENSG00000157191	0.313803614022396
ENSG00000226029	0.405603091783438
ENSG00000080947	0.180533799866339
ENSG00000261135	-0.351140933796576
ENSG00000179051	-0.0846885461392946
ENSG00000272084	-0.0968548573624742
ENSG00000127463	0.11756604264836
ENSG00000053372	-0.0996847128835326
ENSG00000211454	-0.669631326458028
ENSG00000162482	-0.0571940170006848
ENSG00000040487	0.0408060406291001
ENSG00000077549	-0.042276292275936
ENSG00000158747	0.376546787295328
ENSG00000127472	-0.169326356303132
ENSG00000227066	0.0237591997605039
ENSG00000162545	-0.459851209474564
ENSG00000289402	0.528801149902838
ENSG00000183114	0.0120011115793798
ENSG00000158828	0.135120924094573
ENSG00000117242	-0.203585818572484
ENSG00000244038	-0.0517151138481099
ENSG00000127483	0.127311637647576
ENSG00000075151	-0.130656024498259
ENSG00000117298	0.267031457203441
ENSG00000187952	0.677806913009239
ENSG00000162551	-0.0538856723937387
ENSG00000142798	0.0601181320351672
ENSG00000218510	0.213234996516657
ENSG00000070831	0.194550591666385
ENSG00000184677	-0.00297154849207915
ENSG00000173372	-0.411098584518693
ENSG00000159189	-0.294005961759144
ENSG00000173369	-0.309329064784596
ENSG00000261326	-0.0093626640299616
ENSG00000125944	0.0199352304158278
ENSG00000249087	0.290189801797353
ENSG00000117318	0.588034721045348
ENSG00000011007	-0.0760515504952468
ENSG00000057757	0.145430861142504
ENSG00000117308	-0.0701649670604525
