Gene	Value
ENSG00000240409	0.739354774317221
ENSG00000228794	-0.254540002309757
ENSG00000288531	-0.705753295407866
ENSG00000223764	0.281872012894657
ENSG00000187634	0.281931620538969
ENSG00000187961	0.319234905375122
ENSG00000188290	1.35177462904871
ENSG00000187608	0.396413868247962
ENSG00000186891	-0.215507284258693
ENSG00000078808	0.158364491248725
ENSG00000176022	-0.391120709321139
ENSG00000184163	0.459845448736635
ENSG00000260179	0.319118597978973
ENSG00000160087	0.116017023729591
ENSG00000162572	0.401143455833271
ENSG00000131584	0.035195848048233
ENSG00000169972	-0.0254262692119205
ENSG00000169962	0.17393756711075
ENSG00000224870	-0.257875887959439
ENSG00000242485	-0.436056098462185
ENSG00000225905	-0.237184919730925
ENSG00000205116	0.762005715240765
ENSG00000179403	0.708236368899806
ENSG00000160075	-0.0647318746791357
ENSG00000228594	-0.330763011629539
ENSG00000286989	-0.169146977430712
ENSG00000272106	0.110536627118011
ENSG00000189409	0.713246492463699
ENSG00000248333	-0.0605309818784196
ENSG00000008128	-0.142352700132018
ENSG00000078369	-0.234300661681214
ENSG00000231050	0.277667138607786
ENSG00000178821	0.134010818462274
ENSG00000187730	-0.101735362504565
ENSG00000067606	-0.0616938734653669
ENSG00000157933	-0.298767257314493
ENSG00000287356	0.513703188811457
ENSG00000272161	-0.121129244507356
ENSG00000269896	-0.893324425347451
ENSG00000157911	0.0979782816523629
ENSG00000149527	0.812242468708394
ENSG00000224387	-0.400160520404669
ENSG00000229393	0.209640898807288
ENSG00000157881	0.710311383365542
ENSG00000197921	0.855991163865547
ENSG00000272449	1.11599440234006
ENSG00000238164	0.40425125699786
ENSG00000157870	-0.0962459614719983
ENSG00000130762	0.232808291963685
ENSG00000162591	0.377534822559604
ENSG00000238260	1.24925576038324
ENSG00000227372	0.177703638453036
ENSG00000235169	0.517169978704445
ENSG00000272153	0.682260907930977
ENSG00000116198	0.269706998545465
ENSG00000169598	0.107506993225794
ENSG00000198912	0.0856151580162361
ENSG00000196581	-0.266832039794797
ENSG00000116254	0.341032338997759
ENSG00000116251	-0.0604281974569901
ENSG00000226944	-0.678665381937891
ENSG00000158286	-0.225304841313468
ENSG00000116237	-0.725569895677326
ENSG00000158292	-0.103885738090545
ENSG00000097021	-0.295910556694468
ENSG00000271746	-0.332232946145206
ENSG00000187017	-0.666647584272275
ENSG00000215788	0.0549297838935809
ENSG00000162408	-0.208474250331459
ENSG00000204859	-0.270103425443472
ENSG00000162413	0.299190632054987
ENSG00000116273	0.0656540534106435
ENSG00000041988	0.263247489539003
ENSG00000171735	-0.0657731737189817
ENSG00000270171	0.228725654845525
ENSG00000270035	0.265455825140859
ENSG00000269978	-0.0906120984108394
ENSG00000269925	-0.306954181003641
ENSG00000049246	0.226184962028843
ENSG00000116288	-0.33345127067657
ENSG00000284747	-0.125646001026292
ENSG00000116285	-0.377751951693998
ENSG00000162426	-0.175153356480315
ENSG00000142599	0.203515922740042
ENSG00000074800	-0.235098949681547
ENSG00000230679	-0.127768923487625
ENSG00000142583	0.244092127104322
ENSG00000171612	-0.236689824606652
ENSG00000188807	0.0198022472321932
ENSG00000171608	0.889455233210636
ENSG00000171603	-0.0812504500490219
ENSG00000280113	-0.0697061558758154
ENSG00000178585	-0.200696076178242
ENSG00000162441	-0.465514287952877
ENSG00000162444	0.332444305207749
ENSG00000130939	0.113657713930991
ENSG00000284642	-0.228967367711974
ENSG00000142657	-0.0850023283023716
ENSG00000175279	-0.471923991695016
ENSG00000160049	-0.171125966443443
ENSG00000142655	0.0324376003080316
ENSG00000120948	0.258252335856215
ENSG00000116649	-0.358453557730356
ENSG00000171824	0.0344750503438634
ENSG00000226849	0.0175630248435876
ENSG00000230337	-0.0366395707984793
ENSG00000198793	-0.431325400107062
