Gene	Value
ENSG00000268903	-0.21088746767925
ENSG00000269981	0.394776487510663
ENSG00000225972	-1.67648623102364
ENSG00000237973	-0.520985572874498
ENSG00000237491	0.0895732352327547
ENSG00000228794	0.148240506953696
ENSG00000225880	0.499015435949349
ENSG00000187961	0.108490315449506
ENSG00000272512	-0.0588015674716181
ENSG00000188290	0.00991703448886708
ENSG00000187608	-0.268092774931203
ENSG00000224969	-0.00329029242492795
ENSG00000188157	0.0774058428600003
ENSG00000186827	0.230508818238278
ENSG00000078808	0.0589084092475416
ENSG00000176022	-0.221580026237788
ENSG00000184163	0.107782307530852
ENSG00000230415	0.244299402649507
ENSG00000162572	0.240347730237979
ENSG00000131584	-0.0941801393086379
ENSG00000127054	0.204763217065908
ENSG00000169962	0.114726812606053
ENSG00000107404	0.059158296484737
ENSG00000221978	0.326793802965397
ENSG00000224870	-0.275509034923246
ENSG00000242485	-0.18976519287039
ENSG00000225285	-0.242425452230911
ENSG00000160072	0.236496343467097
ENSG00000205090	-0.110790193704615
ENSG00000215014	0.0659293333131544
ENSG00000228594	-0.30158449438698
ENSG00000286989	-0.0161419430610876
ENSG00000272106	0.0596646601553948
ENSG00000197530	0.0442685692004638
ENSG00000248333	-0.0950816547464621
ENSG00000215790	0.0800652405533733
ENSG00000078369	0.0372473809330598
ENSG00000169885	-0.313261308034589
ENSG00000178821	-0.324820815075128
ENSG00000233542	0.171450299602605
ENSG00000187730	-0.588858921202116
ENSG00000067606	-0.204632568213327
ENSG00000271806	-0.146462072878277
ENSG00000287356	0.261280091816289
ENSG00000269896	-0.0561739674873522
ENSG00000272420	-0.468085672429893
ENSG00000157916	0.0842240155588628
ENSG00000157911	-0.0111179762078181
ENSG00000149527	-0.271590453437916
ENSG00000157881	0.0656504072792608
ENSG00000197921	-1.35995019933328
ENSG00000272449	-0.182040819475517
ENSG00000157870	0.0169704934010417
ENSG00000177133	0.30866505534679
ENSG00000142611	0.0364822670006548
ENSG00000272235	0.0671316256477457
ENSG00000287828	-0.079303830342849
ENSG00000238260	0.237918676576888
ENSG00000158109	0.267700828575195
ENSG00000235169	-0.363653751116962
ENSG00000130764	0.00243480338927403
ENSG00000266075	0.461419227811035
ENSG00000116198	0.0560753190294874
ENSG00000198912	-0.0913448881359283
ENSG00000196581	-0.162180762720294
ENSG00000131697	0.151897543148424
ENSG00000069424	-0.189292802437028
ENSG00000116254	-0.154414971608281
ENSG00000116251	-0.144881594988902
ENSG00000158286	-0.0627581040410308
ENSG00000116237	0.267135679425503
ENSG00000097021	-0.304404833295625
ENSG00000215788	0.371549205289432
ENSG00000171680	0.216233560747842
ENSG00000162408	-0.124638185666371
ENSG00000204859	-0.0716579180448206
ENSG00000162413	0.2031064316268
ENSG00000116273	0.185978204479735
ENSG00000171735	-0.0380462184316952
ENSG00000269978	-0.172693821772637
ENSG00000116285	0.0897044929767704
ENSG00000162426	-0.174421304890135
ENSG00000074800	0.334981691242813
ENSG00000230679	-0.272171728579823
ENSG00000142583	0.366657341488489
ENSG00000049239	0.338339332378609
ENSG00000171621	-0.148842220915023
ENSG00000284652	-0.69295746265805
ENSG00000284693	-0.300211804410072
ENSG00000231181	0.705508092556387
ENSG00000188807	-0.0618344711298469
ENSG00000171608	0.072218834566026
ENSG00000171603	0.0823808205674066
ENSG00000178585	-0.298575381600536
ENSG00000162441	-0.176827563538633
ENSG00000173614	-0.0179261506514296
ENSG00000284735	-0.000583208911620562
ENSG00000284642	-0.457604872624351
ENSG00000142657	0.180615949401865
ENSG00000175279	-0.0405606428645931
ENSG00000160049	0.0989485497332924
ENSG00000009724	0.18040756316971
ENSG00000226849	0.324854711039789
ENSG00000120942	-0.095812122947535
ENSG00000204624	0.240496586170566
ENSG00000284708	-0.120954838672821
ENSG00000116661	-0.327408774013679
ENSG00000132879	-0.167199513433487
ENSG00000177674	0.0082519455756268
ENSG00000177000	0.339448702222937
