Gene	Value
ENSG00000268903	0.0330347169561339
ENSG00000269981	0.276635504162888
ENSG00000225972	1.18319917289909
ENSG00000237973	0.103540652490739
ENSG00000237491	-0.0561380280451455
ENSG00000228794	-0.0856111617016372
ENSG00000225880	-0.229522278911404
ENSG00000187961	-0.22276931415307
ENSG00000272512	0.278409583231148
ENSG00000188290	0.177865474570418
ENSG00000187608	0.116575841369414
ENSG00000224969	-0.0456187597333266
ENSG00000188157	-0.0510806805016644
ENSG00000186827	0.0972602816062035
ENSG00000078808	0.0596412958829165
ENSG00000176022	0.131611849112308
ENSG00000184163	-0.156234020768811
ENSG00000230415	-0.0876322533385259
ENSG00000162572	-0.197781982968907
ENSG00000131584	-0.086430522393153
ENSG00000127054	-0.163228889569725
ENSG00000169962	0.056460560573392
ENSG00000107404	-0.249378117133101
ENSG00000221978	-0.159768219819124
ENSG00000224870	0.144615349386938
ENSG00000242485	-0.00571516533141173
ENSG00000225285	0.0333397244140091
ENSG00000160072	-0.170370975403017
ENSG00000205090	-0.018589039153216
ENSG00000215014	-0.00178286005659439
ENSG00000228594	-0.0352594284544853
ENSG00000286989	-0.228756153376276
ENSG00000272106	-0.123411383515115
ENSG00000197530	-0.0132680412172225
ENSG00000248333	0.0992958964805941
ENSG00000215790	-0.0130951843944788
ENSG00000078369	-0.0521911973313605
ENSG00000169885	0.145725449523338
ENSG00000178821	-0.102518902552642
ENSG00000233542	-0.426767904676709
ENSG00000187730	0.196800472048427
ENSG00000067606	-0.0778265497950429
ENSG00000271806	0.104876536824272
ENSG00000287356	-0.155639457136257
ENSG00000269896	0.238669706115586
ENSG00000272420	0.0171682536847761
ENSG00000157916	-0.013804223117998
ENSG00000157911	0.0796306606554545
ENSG00000149527	-0.0378537488705232
ENSG00000157881	-0.0792150887938895
ENSG00000197921	0.374573721840848
ENSG00000272449	-0.229007117031504
ENSG00000157870	-0.15733725357458
ENSG00000177133	0.276787387756195
ENSG00000142611	0.0199183286728307
ENSG00000272235	-0.124154639668145
ENSG00000287828	-0.0829335933974798
ENSG00000238260	-0.373148877723126
ENSG00000158109	-0.279072191023185
ENSG00000235169	0.158791949345808
ENSG00000130764	0.00982783823249786
ENSG00000266075	-0.302229576081053
ENSG00000116198	-0.0864445646091824
ENSG00000198912	0.0487757474797537
ENSG00000196581	-0.0374883824802808
ENSG00000131697	-0.17413234978428
ENSG00000069424	-0.202705272643967
ENSG00000116254	-0.0134535276510194
ENSG00000116251	-0.0889376872364991
ENSG00000158286	0.0525782448252494
ENSG00000116237	-0.122789557581882
ENSG00000097021	0.0688541871652598
ENSG00000215788	-0.426701386322348
ENSG00000171680	-0.121072886117072
ENSG00000162408	0.0948255966747901
ENSG00000204859	0.0651824202498621
ENSG00000162413	0.0215668189026253
ENSG00000116273	-0.0562925152809031
ENSG00000171735	-0.00430675377686274
ENSG00000269978	-0.000268299760307148
ENSG00000116285	0.051455080361198
ENSG00000162426	0.0609665612392562
ENSG00000074800	-0.0589838191692274
ENSG00000230679	-0.349112204793174
ENSG00000142583	-0.397217418279437
ENSG00000049239	-0.0576697141267902
ENSG00000171621	0.0760288101529928
ENSG00000284652	0.294612985655888
ENSG00000284693	0.0781862513689852
ENSG00000231181	0.00427972782815119
ENSG00000188807	0.140540002497603
ENSG00000171608	-0.168876354761398
ENSG00000171603	0.0615058692921228
ENSG00000178585	0.127827975577147
ENSG00000162441	0.113427207265627
ENSG00000173614	-0.041572642250894
ENSG00000284735	0.0542311860848476
ENSG00000284642	0.234038003373464
ENSG00000142657	-0.0418995146677126
ENSG00000175279	-0.113723691613215
ENSG00000160049	-0.0395488705930948
ENSG00000009724	0.0168353682841533
ENSG00000226849	-0.136610588145341
ENSG00000120942	0.0294535638164988
ENSG00000204624	-0.0352021020933692
ENSG00000284708	0.0533528311943936
ENSG00000116661	0.188186001035837
ENSG00000132879	-0.0463213784842722
ENSG00000177674	0.0810448337177797
ENSG00000177000	-0.248637600449366
ENSG00000175206	-0.576793197183969
ENSG00000083444	-0.108614591933756
ENSG00000116688	-0.0305479116046964
ENSG00000120949	0.0616212678843738
ENSG00000028137	-0.0696428048458484
ENSG00000162496	0.152745404668956
ENSG00000272482	0.131790687698101
ENSG00000162493	-0.2429555741274
ENSG00000116731	-0.101402741283784
ENSG00000171729	-0.0328308798440031
ENSG00000142634	-0.0615080256876295
ENSG00000132906	0.0643232297474405
ENSG00000116138	-0.0649210302644662
ENSG00000116771	-0.129574255344261
ENSG00000271742	0.115761878055995
ENSG00000162461	-0.0970888483299634
ENSG00000162458	-0.0693088498549924
ENSG00000233954	0.233210337409836
ENSG00000179743	0.0484187602795437
ENSG00000065526	-0.0177960949920178
ENSG00000183888	0.449696029855389
ENSG00000185519	-0.00546244652565945
ENSG00000142627	-0.0806782362273944
ENSG00000142632	-0.0971591483875836
ENSG00000237276	-0.0448484664059599
ENSG00000288398	-0.284463889383456
ENSG00000233929	0.501973564258624
ENSG00000055070	0.102464526133377
ENSG00000157191	0.0132723586896628
ENSG00000226029	-0.378272061106404
ENSG00000080947	-0.210006642866956
ENSG00000261135	-0.138318509533287
ENSG00000219481	-0.0493673929130103
ENSG00000215908	-0.0260141124577632
ENSG00000236698	0.173385313768269
ENSG00000186715	-0.0613442626818055
ENSG00000117118	0.00562516222436794
ENSG00000117115	0.24339990897639
ENSG00000179051	0.243629501777684
ENSG00000159423	0.347377799726877
ENSG00000169991	-0.0771977915220294
ENSG00000127481	-0.111620163457531
ENSG00000053372	-0.0940264735443025
ENSG00000286064	-0.0664039862806623
ENSG00000211454	0.0450972587151453
ENSG00000162482	0.25013371915396
ENSG00000053371	0.126179887911308
ENSG00000040487	0.042804376618552
ENSG00000077549	-0.00691821020182395
ENSG00000173436	0.0148562090923212
ENSG00000158747	0.0145208140628138
ENSG00000158748	0.107687044061518
ENSG00000169914	-0.0205798771933297
ENSG00000127472	0.146350351569716
ENSG00000227066	-0.0208566586955815
ENSG00000162545	0.0850542002235114
ENSG00000289402	-0.137064146846245
ENSG00000090432	-0.00181113028455385
ENSG00000183114	0.0484528852892358
ENSG00000158825	0.119192484977157
ENSG00000158828	-0.192099963649795
ENSG00000117242	0.0343715345171039
ENSG00000244038	0.0376504611777673
ENSG00000117245	-0.102595836798047
ENSG00000189410	-0.271773723786414
ENSG00000127483	-0.162382360122338
ENSG00000075151	-0.0408926262928988
ENSG00000117298	0.144581089179654
ENSG00000076864	-0.0995744864120105
ENSG00000090686	-0.0440187789053545
ENSG00000142798	-0.101811345939961
ENSG00000218510	-0.361370962790599
ENSG00000070831	0.126413623168385
ENSG00000184677	-0.0206685750454882
